gene_id,UP_90_10_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA.Aligned.sortedByCoord.out
ENSGALG00000044342,243,405,238,455,155,572,366,329,382,185,251,283
ENSGALG00000055041,12,19,15,5,4,22,0,0,4,1,9,0
ENSGALG00000005544,19,5,8,3,1,18,1,1,1,5,4,2
ENSGALG00000005547,1360,2135,869,723,693,3732,1042,853,1307,792,1037,939
ENSGALG00000055042,6,3,0,15,0,18,12,0,3,0,8,0
ENSGALG00000055045,0,0,0,0,0,0,0,1,0,0,0,0
ENSGALG00000005540,1478,1204,514,985,673,2704,792,767,1099,684,632,1184
ENSGALG00000055047,112,139,54,109,66,262,141,0,323,191,70,110
ENSGALG00000055046,5,7,0,5,1,26,11,0,1,2,4,1
ENSGALG00000055049,0,0,0,0,0,0,0,0,2,1,0,0
ENSGALG00000003950,706,1257,735,1512,542,2421,1250,736,1151,467,1146,1236
ENSGALG00000005549,1794,2710,1157,1807,1126,2711,1488,1349,2957,1246,1440,2065
ENSGALG00000000719,2638,5646,2226,2711,1867,9874,2612,3081,5955,3050,2261,2958
ENSGALG00000037315,629,1367,573,972,465,2261,572,764,1438,514,595,738
ENSGALG00000037314,696,1563,728,1058,469,1099,667,567,1149,669,891,956
ENSGALG00000045037,6,3,14,12,3,14,2,1,22,8,12,10
ENSGALG00000045036,12,21,19,9,18,42,20,22,40,28,15,9
ENSGALG00000045030,1,1,1,1,1,1,1,1,1,4,1,1
ENSGALG00000009670,928,1219,475,1316,582,1951,1072,629,1246,700,986,1142
ENSGALG00000009677,820,1511,860,2142,572,3916,1321,758,1200,615,1183,1101
ENSGALG00000009676,250,253,92,295,96,513,177,204,186,91,251,236
ENSGALG00000009674,2268,3551,1754,3893,1453,4222,2168,1999,2870,1253,2830,3107
ENSGALG00000047886,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047887,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000001046,1784,2654,1668,3631,1524,4404,2415,1635,3387,1329,2234,2443
ENSGALG00000047885,0,1,1,1,1,0,0,0,1,0,0,0
ENSGALG00000047882,2,1,0,2,1,1,1,0,0,1,1,0
ENSGALG00000047883,5,13,4,0,0,64,0,0,24,0,4,18
ENSGALG00000001042,3126,5248,2357,4048,2519,7207,3068,2573,5493,3139,3275,3298
ENSGALG00000047881,3,8,0,1,1,5,3,0,2,3,2,6
ENSGALG00000006013,2225,3885,1502,2447,1230,4849,1862,1135,4499,2563,1983,2209
ENSGALG00000006010,1366,2718,1544,2627,786,2881,2002,1359,2387,914,1811,1996
ENSGALG00000006011,150,181,97,231,90,939,276,106,245,59,153,115
ENSGALG00000001048,1269,2372,867,1171,1071,1753,1206,1162,2119,1622,870,1154
ENSGALG00000001049,314,712,235,314,188,1122,119,351,532,266,211,348
ENSGALG00000047888,1,1,1,1,3,3,1,0,2,2,0,4
ENSGALG00000006015,3425,4941,2317,4905,2181,7597,3213,2914,4085,1917,4113,4103
ENSGALG00000011947,417,827,512,896,386,1275,620,513,926,310,497,676
ENSGALG00000007948,105,213,87,277,129,227,76,154,126,54,144,181
ENSGALG00000007945,2544,3615,987,1727,1097,2663,1020,2117,3703,2114,3198,1821
ENSGALG00000007944,3515,3535,2052,5398,2445,8478,3976,3206,5825,1788,3065,4068
ENSGALG00000007941,195,358,178,241,81,310,129,177,147,74,270,309
ENSGALG00000035228,696,389,173,609,659,772,424,473,465,538,347,428
ENSGALG00000035223,1156,2751,1345,1243,1262,2658,1600,2073,2029,1414,1039,2001
ENSGALG00000035221,0,0,0,0,2,0,0,0,0,0,0,0
ENSGALG00000036049,772,1207,512,1019,453,1285,535,505,1093,337,667,1028
ENSGALG00000036042,15,13,15,22,12,15,30,19,80,39,37,13
ENSGALG00000036043,474,725,345,958,389,727,705,436,1270,400,740,571
ENSGALG00000036040,28,52,34,44,16,101,19,16,38,30,57,41
ENSGALG00000036044,251,369,231,225,133,678,225,145,390,267,161,197
ENSGALG00000007059,72,121,53,80,44,619,37,63,66,32,39,30
ENSGALG00000007058,1272,1845,910,1453,847,2988,1024,912,1677,983,977,1269
ENSGALG00000007054,1600,2946,1439,1861,1193,3470,1361,1352,2410,1345,1372,1557
ENSGALG00000007057,168,262,119,287,117,625,205,252,274,71,194,268
ENSGALG00000007052,463,514,310,682,267,1673,659,349,822,258,523,469
ENSGALG00000034574,2,1,3,1,2,10,0,1,1,1,1,3
ENSGALG00000034575,133,198,64,84,101,323,66,32,312,274,134,159
ENSGALG00000034572,242,379,207,387,182,734,192,198,280,118,240,313
ENSGALG00000034573,2986,4549,2074,3401,1725,6284,2632,2059,3970,1373,2955,4060
ENSGALG00000002667,1258,1602,922,912,552,2559,899,790,6270,1606,693,853
ENSGALG00000002666,2905,7530,3524,5357,3234,7772,4120,3557,8552,4868,5101,3713
ENSGALG00000036598,138,186,71,178,56,299,147,88,288,77,129,106
ENSGALG00000002663,606,766,387,1250,429,1985,977,652,694,314,829,800
ENSGALG00000036593,97,128,46,115,88,123,84,66,169,217,64,59
ENSGALG00000004629,1048,1212,626,985,609,1831,769,522,1404,817,763,815
ENSGALG00000004628,401,490,243,603,360,1091,535,350,468,209,447,432
ENSGALG00000004627,0,3,0,1,0,13,1,0,25,1,0,2
ENSGALG00000004625,999,1467,559,2196,866,3727,1776,963,2290,1253,1398,1082
ENSGALG00000004623,389,810,357,624,268,883,269,287,689,292,505,523
ENSGALG00000004622,864,1596,841,1115,660,2553,687,1027,1816,765,682,934
ENSGALG00000004621,2427,3244,1898,2464,1060,13395,2121,1853,2396,1529,1360,1939
ENSGALG00000004620,10324,15850,7786,13188,7683,19049,11474,7514,22407,12542,11435,10518
ENSGALG00000048308,0,0,0,0,0,2,0,0,0,0,0,0
ENSGALG00000048309,352,517,73,101,650,212,78,252,158,296,81,163
ENSGALG00000048300,74,15,6,124,6,42,25,6,161,18,15,6
ENSGALG00000048301,15,25,21,58,1,56,29,1,34,8,20,7
ENSGALG00000048302,8,2,1,6,0,36,1,1,1,14,0,1
ENSGALG00000048303,5,32,0,30,12,38,12,0,19,7,14,0
ENSGALG00000048304,13,15,10,40,19,12,9,0,12,11,16,25
ENSGALG00000048305,1,0,0,0,0,1,1,1,0,0,1,0
ENSGALG00000048306,22,33,16,24,12,66,19,11,75,35,23,22
ENSGALG00000048307,80,56,34,0,0,232,0,33,1,0,1,103
ENSGALG00000035482,898,1007,506,1863,513,2718,1404,699,1160,479,1061,896
ENSGALG00000035487,1337,1756,790,928,673,2599,916,409,1874,1607,876,946
ENSGALG00000037889,2431,4154,2159,3805,1173,5975,2610,2629,2446,1461,1531,2873
ENSGALG00000037888,38,55,38,53,36,190,43,19,47,83,20,35
ENSGALG00000037880,3237,5233,2588,9462,5514,8465,9126,3911,13495,6817,7780,3593
ENSGALG00000052084,3,9,1,1,1,7,9,5,6,1,2,4
ENSGALG00000052085,0,13,0,70,0,34,9,27,21,23,18,55
ENSGALG00000034684,50,58,21,108,0,255,0,0,204,0,36,1
ENSGALG00000003539,228,274,189,275,292,514,229,250,475,484,216,182
ENSGALG00000052080,1,1,0,1,0,1,4,0,1,1,1,1
ENSGALG00000047308,34,50,21,46,25,85,38,8,48,38,31,49
ENSGALG00000052082,0,0,0,0,0,2,1,0,1,0,3,0
ENSGALG00000052083,11,16,7,28,0,37,12,0,27,14,16,12
ENSGALG00000047305,0,1,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047304,2,1,1,3,1,2,0,0,4,1,1,2
ENSGALG00000031067,1060,937,593,275,212,648,621,189,631,515,384,719
ENSGALG00000047306,2,4,0,2,1,4,1,0,3,3,1,1
ENSGALG00000047301,1,1,4,9,0,5,9,12,3,1,5,0
ENSGALG00000003537,0,0,0,0,0,1,0,1,0,0,0,0
ENSGALG00000034688,2038,3964,1559,2007,1136,3157,1617,1342,3408,2006,2239,2070
ENSGALG00000031062,1288,1840,944,1535,827,3061,1334,1014,1506,671,954,1348
ENSGALG00000004088,1431,2432,1139,1732,752,6124,1197,1087,1656,1100,1100,1101
ENSGALG00000004083,488,1066,405,1300,409,1692,722,634,1517,521,844,878
ENSGALG00000004082,3119,5694,2853,5110,2682,8250,4399,3538,6443,3397,4366,4047
ENSGALG00000004081,166,247,125,142,137,424,137,155,336,103,115,155
ENSGALG00000004087,549,996,488,572,528,1048,381,454,607,496,404,503
ENSGALG00000004085,379,671,310,386,244,1102,259,375,383,228,352,569
ENSGALG00000052558,2,0,2,8,2,14,13,0,0,0,4,2
ENSGALG00000052559,3,2,0,2,1,3,0,0,12,1,1,1
ENSGALG00000052556,33,23,10,88,13,110,87,25,56,4,30,21
ENSGALG00000052557,0,32,0,27,10,0,0,0,0,0,0,0
ENSGALG00000052554,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052555,10,22,0,48,1,48,0,0,15,8,28,28
ENSGALG00000052552,117,137,62,39,81,357,62,46,83,112,25,43
ENSGALG00000052553,21,37,23,59,17,75,41,15,28,17,48,27
ENSGALG00000052550,1,1,0,3,1,8,0,0,0,0,1,0
ENSGALG00000052551,1,8,0,4,0,13,7,0,1,1,9,0
ENSGALG00000005978,18273,49316,17666,43057,11151,30932,12478,14166,21780,20734,23387,22775
ENSGALG00000005979,791,1454,839,1874,601,2051,1019,650,1782,671,1141,1016
ENSGALG00000005974,7917,13722,6883,7728,4901,27737,7965,6858,24004,10802,5328,6834
ENSGALG00000005975,214,358,164,586,166,523,170,70,476,188,133,228
ENSGALG00000005976,717,2152,937,822,474,1588,584,778,1272,970,898,877
ENSGALG00000005977,2879,5834,3551,8019,2115,8474,6214,3969,5086,1985,4968,5070
ENSGALG00000005971,460,789,383,893,378,1173,776,675,965,413,681,860
ENSGALG00000005972,6,12,14,24,5,42,30,26,51,23,14,19
ENSGALG00000005973,255,473,214,479,213,701,381,122,309,181,278,225
ENSGALG00000019201,495,776,469,994,427,1442,815,648,619,251,530,688
ENSGALG00000040651,4017,5210,2522,8559,3334,10103,5617,3578,7219,3680,5617,4320
ENSGALG00000040655,76,153,78,135,85,225,131,63,506,105,81,57
ENSGALG00000044141,455,894,479,600,327,968,396,560,833,429,636,616
ENSGALG00000044146,39,32,0,6,8,61,16,0,28,5,9,49
ENSGALG00000048878,1,1,0,0,0,1,0,1,1,1,1,1
ENSGALG00000048879,0,0,0,0,0,154,0,0,0,0,67,0
ENSGALG00000048876,15,23,8,21,2,39,16,15,18,6,12,8
ENSGALG00000048877,1,8,1,1,1,0,1,1,5,1,0,0
ENSGALG00000048874,2,5,3,10,3,23,4,5,51,15,4,2
ENSGALG00000048875,12,14,1,20,14,60,1,1,13,6,14,6
ENSGALG00000048872,0,0,0,0,0,0,0,0,0,2,0,0
ENSGALG00000048873,312,258,204,640,142,683,187,127,247,206,188,224
ENSGALG00000048870,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048871,2,2,1,1,0,1,1,0,1,1,2,1
ENSGALG00000026507,395,414,233,615,322,904,591,326,447,158,351,398
ENSGALG00000036867,561,1250,580,731,564,1329,649,481,1125,1008,615,644
ENSGALG00000036861,2,13,0,4,0,12,0,0,0,0,3,0
ENSGALG00000026500,0,0,0,0,0,0,0,0,0,0,1,0
ENSGALG00000036869,2,2,0,1,0,4,1,1,1,1,2,2
ENSGALG00000050641,3,1,0,1,0,0,0,0,0,0,1,1
ENSGALG00000041013,2596,4653,2163,5068,2551,6247,4263,1389,8929,4798,4615,2507
ENSGALG00000033332,41,101,68,39,50,158,27,77,122,98,63,48
ENSGALG00000041010,1172,2131,832,895,769,3610,752,1036,1864,1251,604,1195
ENSGALG00000033337,1,2,0,1,0,1,0,0,2,2,1,0
ENSGALG00000041015,17,15,15,14,15,14,12,20,7,32,3,14
ENSGALG00000041014,58,62,72,129,31,187,36,83,119,53,82,85
ENSGALG00000033339,27,28,9,20,6,52,30,40,45,46,7,5
ENSGALG00000033338,2960,3861,2314,4723,1760,4228,3363,3224,4327,1627,3570,4208
ENSGALG00000039037,603,745,319,925,415,1287,927,540,986,302,692,789
ENSGALG00000005022,16,13,14,7,3,29,68,12,12,4,4,6
ENSGALG00000005020,114,101,85,91,60,189,71,22,111,74,60,86
ENSGALG00000005021,1123,1500,750,2153,721,3524,1882,1123,1643,720,1340,1135
ENSGALG00000005024,817,1325,737,1566,488,1737,1079,460,1099,488,766,802
ENSGALG00000005028,512,770,350,719,328,1195,428,507,816,385,629,675
ENSGALG00000020836,17,6,7,7,9,17,0,0,0,6,2,5
ENSGALG00000028851,1836,2892,1535,2888,1097,4793,1994,1652,2482,1291,1731,1940
ENSGALG00000021552,9,3,1,4,8,8,20,1,24,3,3,3
ENSGALG00000039074,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000021553,10,0,0,4,0,0,0,0,23,0,0,0
ENSGALG00000039072,950,1993,926,884,583,1736,819,1025,1800,1014,913,1142
ENSGALG00000039071,188,286,87,99,84,254,83,54,291,222,137,148
ENSGALG00000052930,248,481,178,182,163,585,186,189,569,335,216,240
ENSGALG00000052931,76,52,21,80,33,50,33,58,73,49,39,23
ENSGALG00000012145,0,0,0,0,0,0,0,0,0,0,1,0
ENSGALG00000012144,1062,1815,717,1816,942,3133,1233,785,2393,874,1139,1042
ENSGALG00000012147,586,1029,723,1003,302,1935,887,629,696,384,741,797
ENSGALG00000042099,0,2,0,1,0,0,0,0,1,3,0,0
ENSGALG00000012140,12,33,5,11,20,23,11,35,1,2,15,27
ENSGALG00000012142,1406,2318,1079,2968,1334,5717,3134,1708,2780,635,2132,2040
ENSGALG00000042096,0,1,0,0,0,0,0,0,0,0,0,0
ENSGALG00000012148,284,499,240,330,186,459,244,316,485,209,198,304
ENSGALG00000042095,2,3,0,0,0,12,0,0,0,0,8,0
ENSGALG00000009104,1004,1432,787,2704,628,3113,1813,840,1319,694,1321,1082
ENSGALG00000045305,746,1619,572,1950,596,2136,1657,887,1137,602,1158,1431
ENSGALG00000022991,517,818,526,1082,254,1253,886,519,582,284,632,595
ENSGALG00000020164,84,88,20,134,37,274,88,57,131,81,32,20
ENSGALG00000020160,0,0,0,0,0,1,0,0,3,0,2,2
ENSGALG00000039924,2809,3148,1569,6342,2008,6827,4487,2723,3616,1739,3809,3711
ENSGALG00000039920,5405,8549,4550,10732,4197,13329,7668,6395,9206,4405,6007,7376
ENSGALG00000039923,3,14,3,28,13,23,20,1,18,9,17,9
ENSGALG00000048461,0,0,0,0,6,0,0,1,0,0,4,0
ENSGALG00000048460,0,1,0,1,0,0,0,0,1,1,1,0
ENSGALG00000048463,1,0,1,1,0,4,0,1,0,1,1,0
ENSGALG00000048462,38,48,16,60,14,161,33,49,41,3,28,41
ENSGALG00000048465,1,1,1,3,1,1,1,1,2,1,1,1
ENSGALG00000048464,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048467,45,85,13,85,47,71,102,9,93,87,92,45
ENSGALG00000048466,2,4,2,3,2,2,0,1,8,4,9,4
ENSGALG00000048469,1,1,0,1,1,1,0,0,0,1,5,1
ENSGALG00000048468,8,8,0,32,0,13,6,8,39,2,16,14
ENSGALG00000014428,428,743,359,484,359,2305,408,316,842,361,343,482
ENSGALG00000043329,505,844,434,848,347,3444,739,301,2472,887,398,421
ENSGALG00000002341,477,752,298,1289,286,1343,819,336,757,187,627,546
ENSGALG00000002346,133,171,120,159,56,880,123,192,156,87,73,111
ENSGALG00000002347,284,723,233,339,239,442,425,341,614,261,344,479
ENSGALG00000001333,172,435,238,214,99,513,255,202,410,286,147,302
ENSGALG00000014421,433,461,283,791,249,1295,593,342,451,221,462,482
ENSGALG00000043327,19,39,11,23,14,9,20,17,71,19,15,15
ENSGALG00000014425,198,290,171,163,90,938,151,128,123,57,110,136
ENSGALG00000014426,628,806,367,1212,421,1932,712,626,752,387,861,751
ENSGALG00000015737,168,286,75,289,140,213,196,186,187,72,121,89
ENSGALG00000001334,3807,3665,1862,7037,2370,11014,6830,3614,6076,1945,4438,5150
ENSGALG00000042052,1453,2566,1137,2134,869,3916,1622,1817,2170,1052,1406,1519
ENSGALG00000008709,57,257,79,197,77,391,295,102,65,34,157,236
ENSGALG00000008700,2595,5120,2412,3363,1347,7751,2443,2452,3328,1933,2424,2809
ENSGALG00000008701,228,283,155,260,80,677,211,238,230,74,235,175
ENSGALG00000008702,15,4,12,3,0,7,19,0,3,6,3,0
ENSGALG00000008703,452,640,289,609,324,1241,520,352,580,250,307,340
ENSGALG00000008704,71,48,4,70,42,67,0,18,21,40,27,57
ENSGALG00000008707,1767,2557,1337,2835,1313,4391,1998,1453,2700,1179,1890,1893
ENSGALG00000009078,13,40,1,2,2,8,4,3,29,3,7,11
ENSGALG00000009071,1883,4027,2322,3744,1483,6238,2785,2055,3498,1482,2337,2647
ENSGALG00000009070,1173,2179,1173,1345,462,2413,919,843,987,675,892,934
ENSGALG00000009073,2398,3111,1384,3599,1861,6112,3412,2499,3814,817,2372,4238
ENSGALG00000009075,4039,6446,2562,5395,3804,7664,4675,4249,8831,3800,4066,4210
ENSGALG00000009076,1030,2062,901,1628,480,3059,1263,1067,1215,730,1105,1210
ENSGALG00000053933,10,11,16,7,4,47,1,3,6,8,1,22
ENSGALG00000053932,2,1,0,2,0,4,3,0,1,3,4,0
ENSGALG00000012965,483,737,336,402,197,1494,441,446,340,283,304,406
ENSGALG00000053930,5,25,4,2,0,62,18,4,0,3,7,1
ENSGALG00000053937,3,8,1,2,1,4,2,1,4,4,1,6
ENSGALG00000053936,297,231,172,251,191,625,409,279,331,77,206,459
ENSGALG00000053935,4,11,4,22,0,15,1,1,14,6,12,0
ENSGALG00000053934,20,43,15,41,10,86,45,6,38,22,35,37
ENSGALG00000053939,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053938,1,2,0,1,1,1,1,0,1,1,1,1
ENSGALG00000012968,427,549,385,629,289,1108,384,419,445,296,445,422
ENSGALG00000054628,6,5,2,4,1,1,1,1,1,3,1,1
ENSGALG00000054629,311,394,206,384,204,783,369,339,418,128,313,457
ENSGALG00000054626,6,7,8,21,7,70,8,5,40,9,7,5
ENSGALG00000054627,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054624,44,129,65,119,31,282,96,37,156,60,87,93
ENSGALG00000054625,3,3,3,4,3,1,3,1,2,3,4,1
ENSGALG00000054622,0,1,0,2,1,0,0,0,1,1,2,0
ENSGALG00000054623,0,1,0,0,0,0,0,0,0,1,0,0
ENSGALG00000054620,1,1,1,3,1,6,1,2,2,4,2,1
ENSGALG00000054621,0,2,0,0,0,0,0,0,0,0,0,0
ENSGALG00000017308,5,3,21,13,0,10,49,0,34,13,30,8
ENSGALG00000017309,296,390,169,325,150,541,203,194,404,323,206,251
ENSGALG00000017302,224,371,172,308,149,830,221,91,573,250,165,185
ENSGALG00000017304,1615,3082,1497,3201,1376,3039,2240,1854,3224,1252,2709,2488
ENSGALG00000017307,968,1429,594,1472,475,2147,999,927,1349,634,842,931
ENSGALG00000038075,2,8,0,17,1,14,22,2,12,4,4,5
ENSGALG00000027320,4596,1696,575,3571,841,3506,1399,1233,5005,1009,1435,2155
ENSGALG00000027323,23,12,0,1,4,7,1,0,3386,40,2,10
ENSGALG00000008886,986,1551,671,1641,540,2256,1386,458,2459,464,1249,1036
ENSGALG00000008885,148,151,48,138,94,438,93,157,109,68,82,86
ENSGALG00000008883,135,159,69,465,153,639,239,121,571,198,267,206
ENSGALG00000008881,633,949,390,442,417,2382,467,462,913,625,330,431
ENSGALG00000008880,572,1214,634,1032,328,1419,519,474,682,508,589,765
ENSGALG00000008889,720,1075,698,1432,525,2873,887,681,1205,635,861,838
ENSGALG00000008888,122,122,95,212,89,125,175,80,56,42,138,126
ENSGALG00000017876,277,143,40,276,31,571,116,21,93,31,93,58
ENSGALG00000017874,218,61,15,259,16,206,49,21,74,38,51,52
ENSGALG00000017875,131,181,57,252,34,614,77,21,41,96,88,68
ENSGALG00000017872,38,19,6,26,7,77,25,5,22,11,12,15
ENSGALG00000017870,908,167,129,1383,172,1592,276,73,409,95,145,168
ENSGALG00000017871,0,1,0,0,1,0,0,0,4,0,1,0
ENSGALG00000013377,443,516,265,1638,599,1336,1318,612,1166,618,1142,565
ENSGALG00000013376,225,88,0,0,181,5,0,64,0,119,7,53
ENSGALG00000013371,256,378,116,56,69,938,102,92,226,292,32,119
ENSGALG00000013372,509,640,491,297,247,2864,329,102,343,410,119,169
ENSGALG00000024676,695,559,125,670,158,339,557,441,368,245,488,504
ENSGALG00000000107,42,66,23,42,28,19,26,42,94,73,29,23
ENSGALG00000000104,1411,3693,1364,1866,1561,2685,1598,1940,2973,1938,2070,2527
ENSGALG00000047143,3504,1175,551,3696,610,4345,1485,309,1845,439,1138,1211
ENSGALG00000047142,773,1111,557,1366,517,2525,851,632,1320,591,964,830
ENSGALG00000047141,21,40,6,35,2,139,28,18,26,17,18,19
ENSGALG00000047140,251,619,224,777,156,742,417,212,281,248,475,303
ENSGALG00000047147,1,1,0,1,1,3,1,0,1,2,0,1
ENSGALG00000047146,1,25,3,18,2,9,24,0,25,15,16,9
ENSGALG00000047145,1644,2712,1265,2176,1520,3786,2638,1379,4294,2987,2203,1543
ENSGALG00000047144,1,1,1,1,1,1,1,0,0,1,1,1
ENSGALG00000047149,0,1,1,1,1,1,1,1,1,1,1,0
ENSGALG00000047148,160,449,180,245,153,491,199,176,359,184,213,285
ENSGALG00000029360,1515,2416,1095,2826,973,4065,1853,1506,2082,950,1957,1871
ENSGALG00000029367,1305,2533,1036,828,865,2398,719,801,1927,1183,741,783
ENSGALG00000012422,194,358,195,143,185,1674,141,111,310,329,95,127
ENSGALG00000012420,1455,1507,627,477,208,3154,370,297,946,581,342,660
ENSGALG00000012421,612,842,454,284,200,2892,373,181,308,290,166,186
ENSGALG00000012426,489,734,358,807,313,1107,532,560,784,325,447,537
ENSGALG00000015435,722,1129,483,1067,290,1543,462,581,536,320,863,927
ENSGALG00000015436,2425,2359,1405,2887,1592,8104,2741,2434,3102,1018,1961,2378
ENSGALG00000012425,730,1026,524,746,483,1521,827,706,2488,885,557,655
ENSGALG00000015438,155,244,132,158,81,349,89,118,255,124,155,281
ENSGALG00000052715,30,10,10,18,9,54,18,1,18,11,10,42
ENSGALG00000052716,11,2,1,0,2,1,4,1,8,9,0,14
ENSGALG00000009825,890,986,760,1854,718,2536,1470,982,1677,606,1298,1157
ENSGALG00000009822,428,551,345,830,319,1122,549,483,554,197,647,532
ENSGALG00000052711,15,24,5,33,15,42,34,11,31,12,16,24
ENSGALG00000052712,415,541,264,491,409,684,666,241,986,751,654,470
ENSGALG00000052713,5,5,1,5,2,3,2,1,9,10,7,7
ENSGALG00000050716,1,2,1,2,1,1,1,0,1,1,2,1
ENSGALG00000050717,13,17,0,0,0,15,3,0,52,0,15,12
ENSGALG00000050714,1,1,0,1,1,1,1,1,1,1,1,1
ENSGALG00000050715,28,9,11,1,0,53,4,3,0,11,1,3
ENSGALG00000050712,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050713,6,4,2,9,2,9,2,1,7,4,3,3
ENSGALG00000050710,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050711,0,0,0,0,1,0,0,0,0,1,1,0
ENSGALG00000050718,4,0,0,1,1,1,1,1,1,2,1,0
ENSGALG00000050719,139,90,59,156,48,212,91,83,249,107,138,115
ENSGALG00000014740,339,393,187,937,456,1237,715,230,798,261,563,387
ENSGALG00000014743,105,102,55,270,85,172,159,48,142,52,152,119
ENSGALG00000014742,6,4,1,2,1,24,2,1,2,4,1,5
ENSGALG00000014747,264,456,288,952,336,933,612,296,588,405,526,420
ENSGALG00000045788,1401,3109,1277,523,491,1667,569,660,1020,1373,966,1383
ENSGALG00000014749,1875,3476,1825,3253,1519,3911,2068,2286,3674,1407,2474,2868
ENSGALG00000045780,13,37,26,31,3,16,6,26,55,16,14,6
ENSGALG00000040492,1585,2755,1203,2156,1213,4555,2196,1370,2826,1383,1472,1619
ENSGALG00000040493,3936,2209,1186,3837,2167,3637,5310,4469,6955,1538,2253,6098
ENSGALG00000040498,68,48,51,140,51,165,47,3,78,69,81,67
ENSGALG00000028940,733,1161,643,1264,482,2061,859,700,1015,369,922,762
ENSGALG00000028942,398,808,332,402,287,634,324,414,447,330,420,514
ENSGALG00000028944,4,25,3,14,6,29,7,13,26,24,9,4
ENSGALG00000028949,50,86,55,25,22,45,10,12,299,35,69,73
ENSGALG00000008060,209,423,211,684,165,661,272,137,298,184,250,424
ENSGALG00000008063,46,38,0,27,9,35,21,1,96,24,31,44
ENSGALG00000008066,1063,1978,742,1279,641,2012,1140,946,1478,428,1363,1744
ENSGALG00000000692,222,476,149,534,170,473,304,249,515,278,428,303
ENSGALG00000000693,836,1780,959,951,759,2481,907,808,1756,1206,768,906
ENSGALG00000000690,343,514,204,618,262,440,389,237,585,251,349,437
ENSGALG00000000695,134,161,74,176,110,337,138,122,147,93,104,131
ENSGALG00000000699,1392,2682,1196,1473,1182,3675,1690,805,3133,1930,1435,1472
ENSGALG00000006934,283,373,193,416,265,479,366,96,573,252,338,347
ENSGALG00000006937,1287,2635,1077,874,907,1232,634,1026,1760,1581,1303,1756
ENSGALG00000006936,223,445,157,161,123,485,163,200,443,312,183,220
ENSGALG00000006933,68,105,32,69,22,141,52,68,73,33,65,89
ENSGALG00000006939,3599,7231,3568,6884,2462,10500,5170,3960,5318,2127,4347,5222
ENSGALG00000044554,267,253,107,321,193,534,284,308,231,121,242,286
ENSGALG00000044550,1,1,0,1,1,0,1,1,0,0,1,0
ENSGALG00000000525,1289,1807,1012,1605,900,3903,1388,1046,2324,1020,1107,1267
ENSGALG00000000521,695,758,262,679,516,938,649,584,1236,340,600,805
ENSGALG00000000523,1058,1840,877,1243,680,5420,1030,783,1322,750,706,920
ENSGALG00000000528,424,923,503,415,311,946,489,351,842,546,456,510
ENSGALG00000000529,1317,2875,1429,737,1126,5940,1347,1535,1562,1160,520,868
ENSGALG00000010110,459,813,448,876,331,593,444,287,779,251,509,650
ENSGALG00000010114,16,19,24,16,18,46,44,0,189,15,49,27
ENSGALG00000010116,16,7,0,63,12,38,6,26,9,0,15,4
ENSGALG00000010117,118,111,22,119,108,171,68,107,116,18,71,140
ENSGALG00000010118,265,480,254,587,234,588,476,368,459,211,485,365
ENSGALG00000010119,800,1779,816,1625,534,2119,775,956,1166,727,1052,1154
ENSGALG00000041512,658,850,485,1015,491,1586,643,673,1341,397,540,485
ENSGALG00000041510,5,29,0,24,8,21,4,0,10,4,4,3
ENSGALG00000037290,0,0,0,1,0,1,1,0,0,1,0,0
ENSGALG00000047929,188,379,142,321,199,1136,377,187,773,830,260,202
ENSGALG00000047928,0,1,0,0,0,0,0,0,0,0,1,0
ENSGALG00000031605,10,3,2,1,1,1,1,1,7,3,1,1
ENSGALG00000037299,71,67,58,121,110,164,221,49,193,51,218,50
ENSGALG00000047927,2,4,2,3,0,1,2,2,2,3,3,5
ENSGALG00000047926,0,6,0,14,0,19,0,8,1,1,2,7
ENSGALG00000047921,1,1,2,1,0,1,1,0,0,1,1,1
ENSGALG00000047920,0,0,0,1,0,0,0,0,0,1,1,0
