gene_id,UP_90_10_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out
ENSGALG00000051497,5,0,0,3,0,0,0,0,0,0,0,0
ENSGALG00000051494,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051495,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051492,27,56,23,12,0,23,17,0,25,6,23,5
ENSGALG00000051493,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051490,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054898,19,24,0,14,5,28,25,0,29,0,10,6
ENSGALG00000001921,66,101,52,42,27,50,62,40,49,23,27,46
ENSGALG00000001926,13,80,30,25,7,65,63,32,261,29,32,12
ENSGALG00000001925,582,948,546,661,294,1240,1043,792,1018,296,507,762
ENSGALG00000051720,77,127,82,69,31,100,114,37,119,22,33,66
ENSGALG00000051721,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051722,0,2,0,0,0,0,0,0,0,0,0,6
ENSGALG00000051723,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051724,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051725,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051726,14,3,14,9,4,63,6,7,3,2,3,6
ENSGALG00000051727,33,0,32,14,0,23,0,0,0,42,30,47
ENSGALG00000051728,0,0,0,0,0,0,0,0,0,0,0,4
ENSGALG00000051729,3,1,1,1,2,10,3,0,6,1,2,1
ENSGALG00000049400,2,0,0,4,2,0,0,0,0,0,0,0
ENSGALG00000049401,165,288,242,231,145,429,638,149,591,182,142,222
ENSGALG00000049402,207,274,135,81,68,974,110,47,268,76,56,143
ENSGALG00000049403,7,13,24,11,4,40,11,0,20,7,5,8
ENSGALG00000049404,69,77,36,46,27,137,91,52,122,35,9,54
ENSGALG00000049405,29,56,23,12,3,60,16,0,8,10,11,41
ENSGALG00000049406,8,8,4,3,0,0,5,0,0,0,1,11
ENSGALG00000049407,0,0,0,0,0,6,0,0,0,0,0,0
ENSGALG00000049408,907,2892,1294,575,291,1872,664,799,952,497,503,1009
ENSGALG00000049409,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000029040,2,4,3,0,0,0,5,0,3,6,2,1
ENSGALG00000029047,322,439,244,355,118,691,522,211,474,128,140,408
ENSGALG00000029044,0,0,3,0,1,3,0,0,6,2,1,3
ENSGALG00000045754,84,112,107,101,27,83,62,57,201,10,81,144
ENSGALG00000037076,435,584,296,318,145,979,400,252,743,187,235,445
ENSGALG00000037077,57,51,34,29,7,395,55,85,31,11,14,26
ENSGALG00000037070,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000037071,8,29,23,24,9,16,29,4,23,3,12,26
ENSGALG00000037072,119,194,104,101,48,214,117,95,194,19,88,150
ENSGALG00000045753,476,1057,644,277,147,759,367,526,816,297,231,632
ENSGALG00000045758,937,1857,878,1144,422,1592,1314,541,1806,457,695,1087
ENSGALG00000037079,28,46,3,5,0,36,9,0,25,15,15,20
ENSGALG00000004832,93,315,144,75,61,184,60,112,243,94,64,126
ENSGALG00000004833,1578,2130,1070,700,1223,2138,1080,1250,3657,1346,525,1542
ENSGALG00000004831,11927,19115,8005,6197,3599,24057,10754,10577,18705,3656,4412,11792
ENSGALG00000004837,1048,1574,898,979,460,2518,1348,730,1084,276,442,1222
ENSGALG00000004834,193,340,166,188,72,560,314,232,278,68,143,327
ENSGALG00000004839,364,636,385,416,133,969,376,230,411,120,205,492
ENSGALG00000050451,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050450,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005125,267,514,296,335,104,668,331,288,559,131,200,344
ENSGALG00000050452,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000050455,1,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000050454,6,5,3,5,1,4,3,3,6,3,1,3
ENSGALG00000005121,459,631,334,421,185,1067,467,263,723,202,227,521
ENSGALG00000005120,2630,3919,1685,1569,1022,3557,1876,2023,3619,967,848,2052
ENSGALG00000050459,473,980,447,134,165,455,305,388,770,390,212,525
ENSGALG00000050458,0,0,0,0,0,0,7,0,0,0,0,4
ENSGALG00000005128,152,346,125,146,102,286,252,166,319,55,132,284
ENSGALG00000044344,11,16,8,11,0,56,9,20,66,13,11,22
ENSGALG00000032161,95,132,76,110,50,109,19,24,174,33,58,95
ENSGALG00000042400,1927,2780,1332,1925,697,3755,2795,1407,2590,568,1080,2716
ENSGALG00000006474,6182,9978,5924,6771,2337,13658,9708,7608,7707,2049,4390,9557
ENSGALG00000006477,1214,2844,1829,1120,423,2905,1273,1102,1839,752,675,1648
ENSGALG00000006471,512,918,310,325,183,1017,407,390,1128,273,170,452
ENSGALG00000006473,1603,1618,868,877,436,3279,2061,1840,4233,517,756,1815
ENSGALG00000006479,69,125,53,40,16,116,31,46,131,46,28,56
ENSGALG00000034860,1994,1558,918,1211,728,2148,1644,1476,1346,881,735,1681
ENSGALG00000044581,168,219,124,177,73,346,249,149,199,52,95,174
ENSGALG00000034868,98,396,128,57,97,343,257,307,502,124,61,201
ENSGALG00000047959,7,7,4,2,4,9,5,19,7,1,6,5
ENSGALG00000043758,1711,2380,1151,25,9,2598,15,1503,24,8,12,1957
ENSGALG00000043756,371,322,199,239,162,101,264,216,639,197,162,311
ENSGALG00000043754,12541,25118,10963,8504,5489,14193,9878,11156,20143,8613,6918,13101
ENSGALG00000032838,16,24,8,4,6,102,8,0,32,11,7,8
ENSGALG00000032832,925,1848,778,922,488,1951,1112,838,2229,570,604,1210
ENSGALG00000032830,1840,2939,1900,1835,645,5661,2461,1444,2021,499,977,1998
ENSGALG00000032836,632,1475,609,1295,422,1340,1160,513,1927,373,806,924
ENSGALG00000048179,903,905,387,588,267,1465,931,506,1474,355,412,905
ENSGALG00000037067,2399,3302,1706,1699,750,5325,2170,1679,2259,587,1125,2195
ENSGALG00000003690,16,57,10,11,6,27,0,0,8,12,0,8
ENSGALG00000002207,3,0,0,0,2,22,0,0,10,0,0,4
ENSGALG00000031326,1,1,3,2,1,2,1,1,1,3,9,1
ENSGALG00000002205,317,361,196,308,149,898,554,150,856,292,194,269
ENSGALG00000002204,1367,2230,921,1528,915,2409,2948,1502,4440,835,917,1940
ENSGALG00000002203,3,17,13,2,0,41,4,0,3,0,0,4
ENSGALG00000002201,4918,3692,1631,1740,1009,6750,3397,3192,10068,921,1127,6375
ENSGALG00000002200,4,7,0,0,0,44,0,0,41,2,0,26
ENSGALG00000031325,540,932,385,178,254,1176,282,264,702,377,183,353
ENSGALG00000031323,449,550,326,469,150,1105,616,412,662,148,304,564
ENSGALG00000048171,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048728,0,0,0,0,0,0,0,0,4,0,0,0
ENSGALG00000048729,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048722,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048723,2,14,4,0,0,0,0,0,0,5,4,4
ENSGALG00000048720,0,0,0,0,0,2,0,0,0,0,0,0
ENSGALG00000048721,34,23,11,13,0,30,0,30,17,5,0,28
ENSGALG00000048726,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048727,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048724,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048725,389,231,145,578,50,810,283,62,356,94,88,135
ENSGALG00000030099,118,217,61,41,46,154,66,96,160,64,55,141
ENSGALG00000030097,118,340,128,33,59,234,108,121,253,94,41,184
ENSGALG00000030096,34,83,26,19,0,106,58,15,127,6,13,23
ENSGALG00000030095,152,306,93,44,60,134,135,101,185,86,49,165
ENSGALG00000038776,1337,2589,1173,1456,623,2217,1881,1104,2812,633,873,1736
ENSGALG00000038775,1196,1330,546,451,395,1836,598,631,1651,621,337,904
ENSGALG00000038772,376,611,393,349,153,975,351,359,457,183,196,326
ENSGALG00000038771,13,7,0,11,0,6,8,7,0,0,3,3
ENSGALG00000049899,6,0,0,10,0,7,6,0,5,5,4,5
ENSGALG00000049898,1,1,0,1,1,1,1,1,1,1,0,1
ENSGALG00000004345,68,127,66,56,28,121,162,45,186,39,38,115
ENSGALG00000049893,13,6,0,0,10,0,0,0,0,16,0,4
ENSGALG00000049892,1,1,2,2,1,3,1,0,6,1,1,0
ENSGALG00000049891,0,0,0,0,0,0,0,0,0,4,0,0
ENSGALG00000049890,6,10,25,11,0,0,0,0,0,0,5,8
ENSGALG00000049897,0,1,1,1,0,3,0,0,0,1,0,1
ENSGALG00000049896,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049895,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049894,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000003154,356,328,187,305,120,650,384,284,326,114,167,279
ENSGALG00000003155,21,25,17,6,4,34,0,3,40,4,0,20
ENSGALG00000003153,1072,1904,927,1098,485,2416,1456,1108,2284,727,659,1499
ENSGALG00000030548,2077,3139,1203,1091,738,2430,1375,1320,3230,1556,912,1830
ENSGALG00000030545,4,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000030546,0,15,16,0,0,0,0,0,0,13,0,0
ENSGALG00000030540,22,27,9,28,6,82,26,7,44,3,12,17
ENSGALG00000030543,92,142,85,86,69,621,152,90,207,124,22,53
ENSGALG00000030542,1412,1898,919,1749,553,2883,2409,1480,2812,501,1064,1983
ENSGALG00000047309,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000004347,410,487,402,374,134,958,429,223,487,148,177,419
ENSGALG00000050462,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000020528,23,36,30,31,5,93,77,0,63,14,14,26
ENSGALG00000004342,81,162,86,83,36,194,100,37,80,44,51,148
ENSGALG00000020523,303,428,202,500,148,586,583,225,763,145,264,306
ENSGALG00000033012,21,18,5,11,7,9,0,0,30,8,6,16
ENSGALG00000033017,1831,3118,1614,1775,776,2470,1682,1493,3332,884,776,2462
ENSGALG00000033014,80,152,56,99,34,213,131,119,215,31,39,93
ENSGALG00000004343,30,37,24,12,0,21,0,0,76,23,13,41
ENSGALG00000000309,0,0,0,0,0,0,0,0,4,0,0,0
ENSGALG00000027064,428,1087,581,177,163,1311,363,481,530,269,147,450
ENSGALG00000027068,1616,3683,1655,1460,669,3449,1537,1113,3655,1024,905,1700
ENSGALG00000027069,1109,4067,933,404,277,1767,779,721,1588,571,255,942
ENSGALG00000010915,0,12,11,10,0,23,5,0,6,7,0,5
ENSGALG00000054723,333,412,95,162,129,387,192,205,518,268,104,169
ENSGALG00000054722,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054721,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054720,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054727,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054726,17,24,10,15,15,40,45,26,50,4,17,12
ENSGALG00000054725,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054724,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054729,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054728,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000030075,54,67,50,5,14,125,43,46,139,20,15,37
ENSGALG00000023760,1,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000013294,2,4,0,8,0,0,0,0,0,0,0,0
ENSGALG00000013293,0,0,0,0,0,5,0,0,20,0,0,11
ENSGALG00000032159,325,489,173,95,168,411,146,190,620,274,136,273
ENSGALG00000047300,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000024081,103,189,86,32,23,66,65,54,105,44,33,133
ENSGALG00000024083,784,766,467,270,153,377,253,429,978,420,212,923
ENSGALG00000024082,551,977,421,349,241,1049,547,406,841,278,205,524
ENSGALG00000024085,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047302,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053188,113,137,44,104,24,114,62,55,125,53,59,97
ENSGALG00000053189,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053182,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053183,1,2,0,1,0,12,2,0,5,2,2,1
ENSGALG00000053180,0,2,1,0,0,0,0,0,0,0,0,0
ENSGALG00000053181,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053186,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053187,369,952,608,539,173,1118,520,246,944,398,417,479
ENSGALG00000053184,116,125,101,49,75,261,142,94,167,40,45,86
ENSGALG00000053185,212,219,42,43,70,169,106,91,187,87,51,167
ENSGALG00000039411,3,0,0,4,0,0,0,0,0,0,0,0
ENSGALG00000039416,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000009920,599,1015,450,524,321,1228,921,739,4855,216,453,562
ENSGALG00000009927,1293,1521,881,1246,430,3127,1705,919,1748,375,746,1427
ENSGALG00000009926,0,5,13,0,0,44,0,0,0,0,0,0
ENSGALG00000009925,370,596,364,403,118,712,410,314,396,138,197,511
ENSGALG00000009929,0,0,0,0,0,0,0,0,79,0,4,0
ENSGALG00000016400,111,107,82,67,25,440,16,12,38,14,18,18
ENSGALG00000013430,580,880,540,804,237,1348,811,298,975,148,375,617
ENSGALG00000013431,28,51,24,16,12,52,25,15,51,9,4,44
ENSGALG00000013437,608,1332,708,684,265,1223,1175,510,883,372,501,1016
ENSGALG00000016406,820,1052,580,830,238,2264,848,550,840,277,500,850
ENSGALG00000016409,4079,4295,1935,4100,1992,6142,4406,3099,4290,1474,2388,4115
ENSGALG00000013438,478,798,385,490,207,1132,482,547,737,174,272,654
ENSGALG00000025684,1,2,1,2,0,0,0,1,6,0,0,0
ENSGALG00000025685,0,1,1,0,1,0,1,0,0,0,1,1
ENSGALG00000025686,0,0,0,0,0,2,0,0,0,0,0,0
ENSGALG00000025687,443,249,57,151,45,260,79,138,415,124,123,250
ENSGALG00000025680,169,71,9,376,68,680,422,277,503,15,90,227
ENSGALG00000025681,1,0,0,3,0,0,0,0,4,1,2,0
ENSGALG00000025682,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000025688,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000025689,1041,246,83,1714,115,1476,367,198,962,186,339,202
ENSGALG00000012529,2171,4173,2013,1641,743,4578,1875,1846,3496,833,1108,2398
ENSGALG00000028553,0,1,0,0,0,1,0,0,0,0,0,1
ENSGALG00000028552,4,6,2,9,4,8,18,4,4,0,1,8
ENSGALG00000028551,1123,1716,767,512,354,1535,533,940,912,372,348,938
ENSGALG00000028556,12,9,4,11,9,33,19,51,19,6,4,14
ENSGALG00000025357,2,0,0,2,0,0,0,0,1,0,0,1
ENSGALG00000025354,1,0,0,0,0,2,0,0,0,1,1,0
ENSGALG00000025355,1003,1028,204,618,162,1393,506,552,1581,198,184,807
ENSGALG00000025353,2,13,3,3,1,8,3,5,2,0,2,1
ENSGALG00000025350,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000015170,564,850,435,752,209,1627,1078,367,989,227,471,629
ENSGALG00000015172,0,0,0,0,0,0,0,0,12,0,0,0
ENSGALG00000015177,250,377,189,460,131,732,657,363,751,152,237,390
ENSGALG00000015176,0,3,0,0,0,0,0,0,0,0,0,4
ENSGALG00000015179,118,163,111,224,101,224,357,63,240,93,149,183
ENSGALG00000014800,1619,3659,1955,3127,676,3383,3521,2162,2782,785,1647,2808
ENSGALG00000014801,34,66,57,34,8,385,56,0,46,8,9,61
ENSGALG00000014807,285,382,94,252,194,445,302,314,277,110,145,287
ENSGALG00000014804,175,323,245,85,34,466,148,69,250,38,29,210
ENSGALG00000051126,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051127,3,4,4,0,1,11,13,5,6,2,1,3
ENSGALG00000051124,18,1,0,3,0,6,0,4,20,0,0,0
ENSGALG00000051125,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051122,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000028880,1096,1486,539,222,311,1428,806,749,2366,313,171,1249
ENSGALG00000051120,4,1,0,4,0,1,3,0,9,0,0,0
ENSGALG00000051121,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000040267,501,913,386,398,175,1004,320,356,838,259,210,392
ENSGALG00000040266,206,224,128,201,78,444,264,137,541,115,110,159
ENSGALG00000040265,240,417,216,262,90,360,295,200,328,86,221,321
ENSGALG00000040264,2,0,0,0,0,0,3,0,0,0,0,0
ENSGALG00000040263,793,1850,880,199,132,1519,324,990,479,249,225,1160
ENSGALG00000028888,4,9,1,1,1,3,1,3,8,1,1,1
ENSGALG00000051128,2,4,4,1,0,12,3,0,1,2,1,1
ENSGALG00000040260,9519,19342,9882,5883,4425,15103,7353,7632,13735,6633,3422,8696
ENSGALG00000001800,181,288,144,150,102,352,207,228,436,144,113,139
ENSGALG00000001801,338,474,300,522,222,611,450,310,410,205,241,342
ENSGALG00000001802,1018,2111,995,875,372,2270,1022,932,2025,455,543,1153
ENSGALG00000001803,844,1754,1047,1046,338,2840,1076,634,1764,571,592,1125
ENSGALG00000001805,251,445,209,214,103,392,258,144,260,133,104,212
ENSGALG00000001806,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000008328,387,383,308,470,138,494,533,337,537,133,234,456
ENSGALG00000008320,629,802,388,339,178,1579,593,384,596,156,180,360
ENSGALG00000008321,132,169,96,108,64,450,143,92,289,108,72,122
ENSGALG00000008326,222,356,177,193,86,291,239,49,273,93,127,231
ENSGALG00000008325,2578,4238,2382,2663,918,6465,3470,2288,3933,1093,1715,3239
ENSGALG00000029680,513,420,288,611,170,1110,929,361,640,139,287,472
ENSGALG00000010275,517,537,304,172,130,782,343,227,515,90,246,383
ENSGALG00000010276,4361,8206,4294,3509,1493,10349,4229,3065,6372,1744,1734,4139
ENSGALG00000010270,692,1009,459,807,313,1658,845,575,1274,286,453,870
ENSGALG00000010273,1566,1750,867,1476,524,2239,1503,961,2109,410,819,1449
ENSGALG00000010279,203,305,160,176,55,560,250,235,303,62,104,234
ENSGALG00000050297,0,0,0,9,0,0,0,0,0,0,0,0
ENSGALG00000050296,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005327,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005326,1199,1583,635,692,486,1883,1024,674,1813,535,508,1091
ENSGALG00000005321,4835,7998,3423,5187,2430,8483,6891,5399,14928,4624,3763,5930
ENSGALG00000050292,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050291,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050290,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005329,851,1023,538,772,318,1746,1133,987,1429,242,453,1009
ENSGALG00000005328,445,510,238,207,144,817,336,64,572,101,143,408
ENSGALG00000050299,14,24,13,13,6,25,19,22,27,16,12,9
ENSGALG00000050298,0,0,0,0,0,5,0,0,0,0,0,0
ENSGALG00000004107,9950,12850,5779,8505,3992,17540,11112,8017,10387,2622,5194,10722
ENSGALG00000009499,29,31,22,29,15,53,25,21,38,14,29,47
ENSGALG00000009498,53,54,23,41,32,104,49,52,59,17,39,34
ENSGALG00000009493,4352,6966,4174,4877,1887,7356,6044,3086,6837,1615,2937,6338
ENSGALG00000009492,304,341,188,405,93,878,485,416,362,76,163,422
ENSGALG00000009491,106,147,65,75,30,221,50,50,95,25,35,98
ENSGALG00000009497,153,380,318,355,102,371,127,253,424,68,179,448
ENSGALG00000009496,57,109,42,121,34,234,126,61,132,10,31,66
ENSGALG00000009495,1392,1533,473,453,513,919,442,739,1479,609,229,935
ENSGALG00000009494,167,241,108,242,79,576,348,212,248,61,128,276
ENSGALG00000031947,239,362,184,123,100,219,153,205,313,90,111,288
ENSGALG00000031942,1,1,0,1,1,2,5,1,1,1,0,0
ENSGALG00000031940,1060,2650,1218,716,394,1328,861,1179,1886,691,574,1343
ENSGALG00000006672,563,875,419,524,251,1292,585,346,882,239,349,653
ENSGALG00000006673,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000006670,474,1332,547,693,308,1220,900,710,1057,187,493,1030
ENSGALG00000006676,5479,10478,4720,6836,1934,9083,7913,6867,12783,2197,3773,7843
ENSGALG00000006677,275,370,253,205,124,789,338,165,444,108,165,267
ENSGALG00000055119,0,0,0,6,2,0,0,0,0,5,0,0
ENSGALG00000055118,0,0,0,0,0,0,0,0,1,0,0,0
ENSGALG00000005499,23,28,23,27,13,47,56,23,40,9,12,31
ENSGALG00000055113,1,2,1,4,1,4,1,0,2,1,1,0
ENSGALG00000055112,305,564,372,360,85,664,390,375,579,99,160,423
ENSGALG00000055111,0,0,0,0,0,0,1,0,1,0,0,0
ENSGALG00000055110,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000055117,309,144,58,59,155,137,65,149,72,91,20,81
ENSGALG00000055116,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000055115,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005490,4541,8110,4209,3949,1554,11517,5934,5407,6760,1833,2505,5001
ENSGALG00000009149,72,180,83,30,11,98,37,28,210,37,29,89
ENSGALG00000037467,11,3,0,2,0,51,0,0,10,0,2,0
ENSGALG00000009147,743,1228,488,525,226,1107,767,666,1075,249,408,868
ENSGALG00000037464,40,80,43,79,9,46,88,14,59,0,53,43
ENSGALG00000010491,568,1025,505,420,202,1236,605,571,975,368,312,536
ENSGALG00000010490,467,942,361,274,160,475,347,422,797,205,233,635
ENSGALG00000010493,219,260,166,201,86,540,285,95,234,59,103,264
ENSGALG00000010494,0,9,0,0,0,7,3,0,0,2,3,0
ENSGALG00000010497,61,123,34,19,7,143,43,72,138,68,22,66
ENSGALG00000001376,236,343,171,211,132,507,280,203,516,133,113,190
ENSGALG00000001377,702,1210,489,571,248,1599,569,497,1173,356,328,673
ENSGALG00000001374,446,712,408,543,180,1376,601,510,528,136,252,629
ENSGALG00000001375,217,391,165,182,102,425,273,170,367,129,137,299
ENSGALG00000001373,411,848,429,90,83,1507,206,200,262,227,41,172
ENSGALG00000001370,91,175,69,49,42,85,56,25,163,105,39,120
ENSGALG00000036964,784,281,122,83,163,467,494,389,1230,118,118,853
ENSGALG00000007234,820,1015,606,572,215,2211,610,473,993,246,320,587
ENSGALG00000007237,252,465,192,285,86,950,376,256,475,180,113,223
ENSGALG00000007236,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000016899,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000016898,110,160,67,102,31,205,138,43,105,17,37,107
ENSGALG00000016893,335,493,286,356,132,878,553,316,518,88,230,520
ENSGALG00000016891,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000016890,713,715,326,602,307,1465,704,505,1221,175,292,838
ENSGALG00000016897,68,109,34,85,19,166,91,36,57,13,60,97
ENSGALG00000016896,865,1045,515,623,390,2174,1161,797,1532,253,456,789
ENSGALG00000016895,249,490,250,301,145,639,355,250,304,106,194,250
ENSGALG00000016894,4139,7659,4227,4464,1549,8169,5205,3588,5668,1613,2604,5284
ENSGALG00000036738,3234,4448,2131,2523,1438,5840,3691,2297,7584,2687,1964,3095
ENSGALG00000036739,1026,1523,774,1200,397,2812,1575,659,1326,209,612,1364
ENSGALG00000036736,119,314,99,85,61,228,90,156,250,81,56,146
ENSGALG00000036730,413,698,469,275,144,690,303,413,686,114,180,468
ENSGALG00000036731,476,602,217,232,220,537,320,356,729,383,159,353
ENSGALG00000033521,185,299,190,52,24,426,260,187,317,73,99,194
ENSGALG00000001758,1697,1822,1027,1256,518,3261,1675,1488,2040,396,600,2374
ENSGALG00000002775,19,18,9,8,2,14,5,4,6,3,0,4
ENSGALG00000002774,2290,2129,1245,2692,1099,4715,4419,2034,3416,845,1515,3212
ENSGALG00000002773,278,737,341,254,105,605,319,293,602,179,178,486
ENSGALG00000002771,499,658,354,130,145,1256,235,215,636,330,72,297
ENSGALG00000034461,624,1046,573,828,248,1794,883,626,860,248,436,716
ENSGALG00000000950,1543,2558,963,1438,566,1003,2033,1396,716,778,1090,1922
ENSGALG00000000955,609,867,450,431,282,1067,425,464,994,411,335,588
ENSGALG00000046702,0,0,0,2,0,0,0,0,0,0,1,1
ENSGALG00000046703,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046700,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046701,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046706,4,30,3,0,0,20,4,0,36,0,0,20
ENSGALG00000046707,0,5,1,1,0,0,0,0,1,0,0,0
ENSGALG00000046704,285,487,223,227,93,590,271,314,530,112,152,277
ENSGALG00000046705,10,33,18,5,0,50,16,26,28,0,0,22
ENSGALG00000046708,186,368,185,72,53,425,108,196,566,117,39,140
ENSGALG00000046709,34,34,26,52,16,90,54,48,81,7,16,40
ENSGALG00000015812,61,96,113,58,27,238,89,151,66,4,28,142
ENSGALG00000015813,386,550,340,465,152,1085,480,326,412,135,237,511
ENSGALG00000015810,67,77,12,30,7,42,42,41,24,23,19,39
ENSGALG00000003428,5424,8329,3583,3279,2541,5777,4165,3842,9071,4322,2559,4750
ENSGALG00000003429,996,1470,577,707,394,1528,868,528,1732,577,460,822
ENSGALG00000052338,1028,1761,734,550,460,1090,590,775,1125,687,424,599
ENSGALG00000015815,438,548,333,398,178,757,538,301,814,199,211,533
ENSGALG00000052336,2477,1791,732,1426,1228,1812,1328,1641,2651,1153,679,1382
ENSGALG00000052337,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052334,0,0,0,3,0,0,0,0,0,0,0,0
ENSGALG00000052335,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000003420,173,259,82,75,74,232,105,87,262,67,54,121
ENSGALG00000052333,234,319,186,294,134,457,214,223,392,113,210,283
ENSGALG00000052330,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052331,0,3,0,0,0,8,0,0,0,0,0,0
ENSGALG00000047257,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047256,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047255,2,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047254,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047253,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047252,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047251,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000031170,391,385,168,359,154,901,710,459,822,101,173,541
ENSGALG00000047259,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047258,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005867,1001,1116,556,1007,337,2015,1564,921,1501,275,579,1129
ENSGALG00000005862,0,0,0,0,0,0,0,0,0,3,0,0
